#Black,	White
0	0	0	0
1	0	0	0
2	1	1	1
3	2	2	2
4	3	3	3
5	4	4	4
6	5	5	5
7	6	6	6
8	7	7	7
9	8	8	8
10	9	9	9
11	10	10	10
12	11	11	11
13	12	12	12
14	13	13	13
15	14	14	14
16	15	15	15
17	16	16	16
18	17	17	17
19	18	18	18
20	19	19	19
21	20	20	20
22	21	21	21
23	22	22	22
24	23	23	23
25	24	24	24
26	25	25	25
27	26	26	26
28	27	27	27
29	28	28	28
30	29	29	29
31	30	30	30
32	31	31	31
33	33	33	33
34	33	33	33
35	35	35	35
36	35	35	35
37	37	37	37
38	37	37	37
39	39	39	39
40	39	39	39
41	41	41	41
42	41	41	41
43	43	43	43
44	43	43	43
45	45	45	45
46	45	45	45
47	47	47	47
48	47	47	47
49	49	49	49
50	49	49	49
51	51	51	51
52	51	51	51
53	53	53	53
54	53	53	53
55	55	55	55
56	55	55	55
57	57	57	57
58	57	57	57
59	59	59	59
60	59	59	59
61	61	61	61
62	61	61	61
63	63	63	63
64	63	63	63
65	64	64	64
66	66	66	66
67	67	67	67
68	67	67	67
69	68	68	68
70	70	70	70
71	71	71	71
72	71	71	71
73	72	72	72
74	74	74	74
75	75	75	75
76	75	75	75
77	76	76	76
78	78	78	78
79	79	79	79
80	79	79	79
81	80	80	80
82	82	82	82
83	83	83	83
84	83	83	83
85	84	84	84
86	86	86	86
87	87	87	87
88	87	87	87
89	88	88	88
90	90	90	90
91	91	91	91
92	91	91	91
93	92	92	92
94	94	94	94
95	95	95	95
96	95	95	95
97	96	96	96
98	98	98	98
99	99	99	99
100	99	99	99
101	100	100	100
102	102	102	102
103	103	103	103
104	103	103	103
105	104	104	104
106	106	106	106
107	107	107	107
108	107	107	107
109	108	108	108
110	110	110	110
111	111	111	111
112	111	111	111
113	112	112	112
114	114	114	114
115	115	115	115
116	115	115	115
117	116	116	116
118	118	118	118
119	119	119	119
120	119	119	119
121	120	120	120
122	122	122	122
123	123	123	123
124	123	123	123
125	124	124	124
126	126	126	126
127	127	127	127
128	127	127	127
129	128	128	128
130	129	129	129
131	130	130	130
132	132	132	132
133	133	133	133
134	134	134	134
135	135	135	135
136	135	135	135
137	136	136	136
138	137	137	137
139	138	138	138
140	140	140	140
141	141	141	141
142	142	142	142
143	143	143	143
144	143	143	143
145	144	144	144
146	145	145	145
147	146	146	146
148	148	148	148
149	149	149	149
150	150	150	150
151	151	151	151
152	151	151	151
153	152	152	152
154	153	153	153
155	154	154	154
156	156	156	156
157	157	157	157
158	158	158	158
159	159	159	159
160	159	159	159
161	160	160	160
162	161	161	161
163	162	162	162
164	164	164	164
165	165	165	165
166	166	166	166
167	167	167	167
168	167	167	167
169	168	168	168
170	169	169	169
171	170	170	170
172	172	172	172
173	173	173	173
174	174	174	174
175	175	175	175
176	175	175	175
177	176	176	176
178	177	177	177
179	178	178	178
180	180	180	180
181	181	181	181
182	182	182	182
183	183	183	183
184	183	183	183
185	184	184	184
186	185	185	185
187	186	186	186
188	188	188	188
189	189	189	189
190	190	190	190
191	191	191	191
192	191	191	191
193	192	192	192
194	193	193	193
195	194	194	194
196	196	196	196
197	197	197	197
198	198	198	198
199	199	199	199
200	199	199	199
201	200	200	200
202	201	201	201
203	202	202	202
204	204	204	204
205	205	205	205
206	206	206	206
207	207	207	207
208	207	207	207
209	208	208	208
210	209	209	209
211	210	210	210
212	212	212	212
213	213	213	213
214	214	214	214
215	215	215	215
216	215	215	215
217	216	216	216
218	217	217	217
219	218	218	218
220	220	220	220
221	221	221	221
222	222	222	222
223	223	223	223
224	223	223	223
225	224	224	224
226	225	225	225
227	226	226	226
228	228	228	228
229	229	229	229
230	230	230	230
231	231	231	231
232	231	231	231
233	232	232	232
234	233	233	233
235	234	234	234
236	236	236	236
237	237	237	237
238	238	238	238
239	239	239	239
240	239	239	239
241	240	240	240
242	241	241	241
243	242	242	242
244	244	244	244
245	245	245	245
246	246	246	246
247	247	247	247
248	247	247	247
249	248	248	248
250	249	249	249
251	250	250	250
252	252	252	252
253	253	253	253
254	254	254	254
255	255	255	255
